api_type,kind,member,type,default,status,comment
TcVnParamsBlobDetection,Structs,fMaxEccentricity,REAL,1,present,"Max eccentricity (0.0: circular, 1.0: linear)"
TcVnParamsBlobDetection,Structs,fMinInertiaRatio,REAL,0,present,"Min inertia ratio (1.0: equal width and height, 0.0: linear)"
TcVnParamsBlobDetection,Structs,fMaxInertiaRatio,REAL,1,present,"Max inertia ratio (1.0: equal width and height, 0.0: linear)"
TcVnParamsBlobDetection,Structs,eThresholdType,ETcVnThresholdType,TCVN_TT_BINARY,present,Threshold type for internally applied threshold method (OTSU_XXX only supported for USINT images).
TcVnParamsBlobDetection,Structs,fMinThreshold,REAL,30,present,"Threshold to start with (if fThresholdStep > 0, otherwise this is the only threshold used)."
TcVnParamsBlobDetection,Structs,fMaxThreshold,REAL,225,present,"Threshold to end with (if fThresholdStep > 0, otherwise this value is not used)."
TcVnParamsBlobDetection,Structs,fThresholdStep,REAL,0,present,Sets to 0 if only 1 threshold should be used (much faster than multiple thresholds and combining the results).
TcVnParamsBlobDetection,Structs,fMinBlobDistance,REAL,5,present,"Minimum distance between the center points of two different blobs (only used if fThresholdStep > 0; if distance < fMinBlobDistance, the blobs are treated as the same)."
TcVnParamsBlobDetection,Structs,nMinRepeatability,UDINT,2,present,"Minimum number of threshold steps, for which the same contour has to be detected (only used if fThresholdStep > 0; same means center point distance < fMinBlobDistance)."
TcVnParamsBlobDetection,Structs,eBlobCombination,ETcVnBlobCombination,TCVN_BC_MEDIAN_THRESHOLD,present,"Selects, which of the multi-threshold blob contours should be returned."
TcVnParamsBlobDetection,Structs,bExcludeBorderBlobs,BOOL,FALSE,present,"If true, blobs touching the image border are excluded from the results."
TcVnParamsFAST,Structs,nThreshold,DINT,10,present,Threshold for the intensity difference between the center pixel and its surrounding circle
TcVnParamsFAST,Structs,bNonMaxSuppression,BOOL,TRUE,present,"If true, non-maximum suppression is applied."
TcVnParamsFAST,Structs,eType,ETcVnKeypointDetectionTypeFAST,TCVN_KDT_FAST_9_16,present,Neighborhood type
TcVnParamsFindRois,Structs,stRoiSize,TcVnSize2_DINT,"(.nWidth := 416, .nHeight := 416)",present,Desired ROI dimensions in original-image pixels.
TcVnParamsFindRois,Structs,fMinDensity,LREAL,0.2,present,"Minimum density of salient features to keep an ROI (valid range [0.0, 1.0])."
TcVnParamsFindRois,Structs,fDetectionScaleFactor,LREAL,0.25,present,"Scale factor that controls the resolution of the ROI detection (Lower = faster density evaluation; valid range [0.1, 1.0])."
TcVnParamsFindRois,Structs,fMaxOversizeFraction,LREAL,1.0,present,Fraction by which ROIs may exceed stRoiSize (required only when eFindRoisMethod = TCVN_FRM_CONNECTEDCOMPONENTS).
TcVnParamsGFTT,Structs,nMaxCorners,UDINT,1000,present,Maximum number of corners to return (strongest ones)
TcVnParamsGFTT,Structs,fQualityLevel,LREAL,0.01,present,"Minimum accepted corner quality, relative to the strongest one"
TcVnParamsGFTT,Structs,fMinDistance,LREAL,1,present,Minimum euclidean distance between returned keypoints
TcVnParamsGFTT,Structs,nBlockSize,UDINT,3,present,Neighborhood block size
TcVnParamsGFTT,Structs,bUseHarrisDetector,BOOL,FALSE,present,"If true, a Harris detector is used instead of the default method."
TcVnParamsGFTT,Structs,fHarrisK,LREAL,0.04,present,Free parameter of the Harris detector
TcVnParamsKAZE,Structs,bExtended,BOOL,FALSE,present,"If true, the descriptor size is extended from the default 64 byte to 128 byte."
TcVnParamsKAZE,Structs,bUpright,BOOL,FALSE,present,"If true, upright (rotation dependent) descriptors are computed."
TcVnParamsKAZE,Structs,fThreshold,REAL,0.001,present,Detector response threshold
TcVnParamsKAZE,Structs,nOctaves,UDINT,4,present,Maximum octave evolution of the image
TcVnParamsKAZE,Structs,nOctaveLayers,UDINT,2,present,Number of sublevels per scale level
TcVnParamsKAZE,Structs,eDiffusivity,ETcVnDiffusivityTypeKAZE,TCVN_DT1_KAZE_PM_G2,present,Diffusivity type
TcVnParamsMSER,Structs,nDelta,DINT,5,present,Delta for size comparison
TcVnParamsMSER,Structs,nMinArea,UDINT,60,present,Minimum blob size
TcVnParamsMSER,Structs,nMaxArea,UDINT,14400,present,Maximum blob size
TcVnParamsMSER,Structs,fMaxVariation,LREAL,0.25,present,Maximum blob size variation
TcVnParamsMSER,Structs,fMinDiversity,LREAL,0.2,present,Minimum MSER diversity
TcVnParamsMSER,Structs,nMaxEvolution,UDINT,200,present,Maximum evolution steps (only used for color images)
TcVnParamsMSER,Structs,fAreaThreshold,LREAL,1.01,present,Area threshold to cause re-initialization (only used for color images)
TcVnParamsMSER,Structs,fMinMargin,LREAL,0.003,present,Minimum margin (only used for color images)
TcVnParamsMSER,Structs,nEdgeBlurSize,UDINT,5,present,Aperture size for edge bluring (only used for color images)
TcVnParamsORB,Structs,nMaxPoints,UDINT,500,present,Maximum number of returned keypoints
TcVnParamsORB,Structs,fPyramidScale,REAL,1.2,present,"Pyramid decimation ratio (must be greater than 1, should be smaller than 2)"
TcVnParamsORB,Structs,nPyramidLevels,UDINT,8,present,Number of pyramid levels
TcVnParamsORB,Structs,nEdgeThreshold,UDINT,31,present,"Size of the border, where no features are detected (should match nPatchSize)"
TcVnParamsORB,Structs,nFirstLevel,UDINT,0,present,"First pyramid level (currently, only 0 is supported)"
TcVnParamsORB,Structs,nBriefPoints,UDINT,2,present,"Number of points to produce each BRIEF descriptor element (2, 3, 4)"
TcVnParamsORB,Structs,eScoreType,ETcVnFeatureScoreTypeORB,TCVN_FST_ORB_HARRIS,present,Score type (HARRIS is more stable but slightly slower than FAST)
TcVnParamsORB,Structs,nPatchSize,UDINT,31,present,Patch size of the BRIEF descriptor
TcVnParamsORB,Structs,nFastThreshold,DINT,20,present,Threshold for the FAST keypoint detection
TcVnParamsSB,Structs,bFilterByArea,BOOL,TRUE,present,Enable filtering by area (fMinArea <= area < fMaxArea).
TcVnParamsSB,Structs,bFilterByCircularity,BOOL,FALSE,present,Enable filtering by circularity (fMinCircularity <= circularity(4pi * area / perimeter^2) < fMaxCircularity).
TcVnParamsSB,Structs,bFilterByColor,BOOL,FALSE,present,Enable filtering by color (thresholdedColor(0 or 255) = nBlobColor).
TcVnParamsSB,Structs,bFilterByConvexity,BOOL,FALSE,present,Enable filtering by convexity (fMinConvexity <= convexity(area / hullArea) < fMaxConvexity).
TcVnParamsSB,Structs,bFilterByInertia,BOOL,FALSE,present,Enable filtering by inertia ratio (fMinInertiaRatio <= inertia ratio < fMaxInertiaRatio).
TcVnParamsSB,Structs,fMinArea,REAL,25,present,Min estimated blob area in pixel
TcVnParamsSB,Structs,fMaxArea,REAL,15000,present,Max estimated blob area in pixel
TcVnParamsSB,Structs,fMinCircularity,REAL,0,present,"Min circularity (1.0: ideal circle, < 1: less circular, 0: not circular at all)"
TcVnParamsSB,Structs,fMaxCircularity,REAL,1,present,"Max circularity (1.0: ideal circle, < 1: less circular, 0: not circular at all)"
TcVnParamsSB,Structs,nBlobColor,USINT,255,present,0 or 255
TcVnParamsSB,Structs,fMinConvexity,REAL,0,present,"Min convexity (1.0: blob fully convex, < 1: less convex)"
TcVnParamsSB,Structs,fMaxConvexity,REAL,1,present,"Max convexity (1.0: blob fully convex, < 1: less convex)"
TcVnParamsSB,Structs,fMinInertiaRatio,REAL,0,present,Min inertia ratio (0.0 .. 1.0)
TcVnParamsSB,Structs,fMaxInertiaRatio,REAL,1,present,Max inertia ratio (0.0 .. 1.0)
TcVnParamsSB,Structs,fMinBlobDist,REAL,5,present,Min distance between different blobs
TcVnParamsSB,Structs,nMinRepeatability,UDINT,2,present,Min number of same detected blobs (dist < fMinBlobDist) in different thresholds
TcVnParamsSB,Structs,fMinThreshold,REAL,30,present,Min threshold (start)
TcVnParamsSB,Structs,fMaxThreshold,REAL,225,present,Max threshold (stop)
TcVnParamsSB,Structs,fThresholdStep,REAL,10,present,Threshold step between min and max threshold
TcVnParamsWalshBarcodeDetection,Structs,nMaxBarDistance,UDINT,8,present,maximum distance between to consecutive dark or bright bars in pixels
TcVnParamsWalshBarcodeDetection,Structs,fMinAspectRatio,REAL,1.0,present,minimum aspect ratio (width / height) of valid code regions
TcVnParamsWalshBarcodeDetection,Structs,fMaxAspectRatio,REAL,5.0,present,maximum aspect ratio (width / height) of valid code regions
TcVnParamsWalshBarcodeDetection,Structs,nIntensityDifference,UDINT,100,present,approximate mean difference of dark and bright code pixels
TcVnParamsWalshBarcodeDetection,Structs,nMinArea,DINT,-1,present,expected minimum code area in pixels (-1: use an automatic guess based on nMaxBarDistance)
TcVnParamsWalshBarcodeDetection,Structs,nChannelIndex,DINT,-1,present,"Choose the index of a specific color channel (e.g., 0 = red, 1 = green, 2 = blue) or automatic graylevel conversion (-1). Using automatic graylevel conversion, 3-channel images and 4-channel images are considered as RGB and RGBA images, respectively, and converted to graylevel images before processing. For images with another number of channels the first one (index 0) is selected."
TcVnParamsWalshBarcodeDetection,Structs,nWalshFilterNum,UDINT,5,present,number of Walsh filters to be used (higher values may result in improved results but require more time to compute)
TcVnParamsWalshBarcodeDetection,Structs,fOutlierReductionFactor,REAL,1.0,present,factor to control outlier reduction (Higher values reduce the number of outlier pixels but may disturb the barcodes to be localized.)
TcVnParamsWalshBarcodeDetection,Structs,fBarConnectionFactor,REAL,1.0,present,factor to control bar linking (Higher values reduce the number of outlier pixels but may disturb the barcodes to be localized.)
TcVnParamsWalshBarcodeDetection,Structs,fRegionFilterFactor,REAL,1.0,present,"factor to control the rejection of small regions and region parts (Higher values reduce the number of found code regions, adjust their shape and increase the computation time.)"
TcVnParamsWalshBarcodeDetection,Structs,fPostProcessingResizeFactor,REAL,0.5,present,factor to control resizing before post-processiong (Smaller values reduce the required computation time but may deteriorate the results.)
TcVnParamsWalshBarcodeDetection,Structs,eInterpolationType,ETcVnInterpolationType,TCVN_IT_BILINEAR,present,Image rotation interpolation type (TCVN_IT_BILINEAR recommended for most cases)
TcVnPixelFormat,Structs,bSupported,BIT,,present,"If false, the pixel format is not supported."
TcVnPixelFormat,Structs,bSigned,BIT,,present,"If true, pixel intensities are signed values."
TcVnPixelFormat,Structs,bPlanar,BIT,,present,"If true, the image channels are stored planar instead of interleaved (e.g. RRRRRGGGGGBBBBB instead of RGBRGBRGBRGBRGB)."
TcVnPixelFormat,Structs,bFloat,BIT,,present,"If true, the pixel format is floating point."
TcVnPixelFormat,Structs,nChannels,BYTE,,present,Number of channels
TcVnPixelFormat,Structs,ePixelEncoding,ETcVnPixelEncoding,,present,Pixel encoding
TcVnPixelFormat,Structs,ePixelPackMode,ETcVnPixelPackMode,,present,Pixel pack mode
TcVnPixelFormat,Structs,nElementSize,UINT,,present,Size (bit) of a single pixel channel
TcVnPixelFormat,Structs,nTotalSize,UINT,,present,Size (bit) of all pixel channels
TcVnRectangle_DINT,Structs,nX,DINT,,present,X coordinate of the top-left corner
TcVnRectangle_DINT,Structs,nY,DINT,,present,Y coordinate of the top-left corner
TcVnRectangle_DINT,Structs,nWidth,DINT,,present,Width
TcVnRectangle_DINT,Structs,nHeight,DINT,,present,Height
TcVnRectangle_UDINT,Structs,nX,UDINT,,present,X coordinate of the top-left corner
TcVnRectangle_UDINT,Structs,nY,UDINT,,present,Y coordinate of the top-left corner
TcVnRectangle_UDINT,Structs,nWidth,UDINT,,present,Width
TcVnRectangle_UDINT,Structs,nHeight,UDINT,,present,Height
TcVnRotatedRectangle,Structs,aCenter,TcVnPoint2_REAL,,present,Center point
TcVnRotatedRectangle,Structs,stSize,TcVnSize2_REAL,,present,Size composed of fWidth and fHeight
TcVnRotatedRectangle,Structs,fAngle,REAL,,present,Angle in degree
TcVnSize2_DINT,Structs,nWidth,DINT,,present,Width
TcVnSize2_DINT,Structs,nHeight,DINT,,present,Height
TcVnSize2_REAL,Structs,fWidth,REAL,,present,Width
TcVnSize2_REAL,Structs,fHeight,REAL,,present,Height
